2025-04-22 17:56:05,900 [INFO] ===== Initializing Economic Simulation =====
2025-04-22 18:08:00,105 [INFO] Creating worker 94 at (3, 18)
2025-04-22 18:08:00,105 [INFO] Creating worker 95 at (9, 1)
2025-04-22 18:08:00,105 [INFO] Creating worker 96 at (10, 3)
2025-04-22 18:08:00,105 [INFO] Creating worker 97 at (4, 16)
2025-04-22 18:08:00,105 [INFO] Creating worker 98 at (11, 15)
2025-04-22 18:08:00,105 [INFO] Creating worker 99 at (18, 16)
2025-04-22 18:08:00,105 [INFO] 
=== Day 1 ===
2025-04-22 18:08:00,105 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 18:08:00,105 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 18:08:00,105 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 18:08:51,120 [INFO] ===== Initializing Economic Simulation =====
2025-04-22 18:08:51,120 [INFO] Creating factory 0 for product FOOD
2025-04-22 18:08:51,120 [INFO] Created FOOD factory at (5, 10)
2025-04-22 18:08:51,120 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-22 18:08:51,120 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-22 18:08:51,120 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-22 18:08:51,120 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-22 18:08:51,120 [INFO] Creating worker 0 at (12, 0)
2025-04-22 18:08:51,120 [INFO] Creating worker 1 at (8, 5)
2025-04-22 18:08:51,120 [INFO] Creating worker 2 at (1, 7)
2025-04-22 18:08:51,120 [INFO] Creating worker 3 at (3, 19)
2025-04-22 18:08:51,120 [INFO] Creating worker 4 at (0, 15)
2025-04-22 18:08:51,120 [INFO] 
=== Day 1 ===
2025-04-22 18:08:51,120 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 18:08:51,121 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 18:08:51,121 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 20:03:32,648 [INFO] ===== Initializing Economic Simulation =====
2025-04-22 20:03:32,648 [INFO] Creating factory 0 for product FOOD
2025-04-22 20:03:32,648 [INFO] Created FOOD factory at (5, 10)
2025-04-22 20:03:32,648 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-22 20:03:32,648 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-22 20:03:32,648 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-22 20:03:32,648 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-22 20:03:32,648 [INFO] Creating worker 0 at (16, 16)
2025-04-22 20:03:32,648 [INFO] Creating worker 1 at (12, 9)
2025-04-22 20:03:32,648 [INFO] Creating worker 2 at (0, 1)
2025-04-22 20:03:32,648 [INFO] Creating worker 3 at (4, 6)
2025-04-22 20:03:32,648 [INFO] Creating worker 4 at (12, 16)
2025-04-22 20:03:32,648 [INFO] 
=== Day 1 ===
2025-04-22 20:03:32,648 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 20:03:32,648 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 20:03:32,648 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 20:05:45,889 [INFO] ===== Initializing Economic Simulation =====
2025-04-22 20:05:45,890 [INFO] Creating factory 0 for product FOOD
2025-04-22 20:05:45,890 [INFO] Created FOOD factory at (5, 10)
2025-04-22 20:05:45,890 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-22 20:05:45,890 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-22 20:05:45,890 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-22 20:05:45,890 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-22 20:05:45,890 [INFO] Creating worker 0 at (13, 18)
2025-04-22 20:05:45,890 [INFO] Creating worker 1 at (18, 0)
2025-04-22 20:05:45,890 [INFO] Creating worker 2 at (11, 15)
2025-04-22 20:05:45,890 [INFO] Creating worker 3 at (19, 10)
2025-04-22 20:05:45,890 [INFO] Creating worker 4 at (6, 3)
2025-04-22 20:05:45,890 [INFO] 
=== Day 1 ===
2025-04-22 20:05:45,890 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 20:05:45,890 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 20:05:45,890 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 20:07:11,024 [INFO] ===== Initializing Economic Simulation =====
2025-04-22 20:07:11,025 [INFO] Creating factory 0 for product FOOD
2025-04-22 20:07:11,025 [INFO] Created FOOD factory at (5, 10)
2025-04-22 20:07:11,025 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-22 20:07:11,025 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-22 20:07:11,025 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-22 20:07:11,025 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-22 20:07:11,025 [INFO] Creating worker 0 at (7, 0)
2025-04-22 20:07:11,025 [INFO] Creating worker 1 at (6, 13)
2025-04-22 20:07:11,025 [INFO] Creating worker 2 at (0, 5)
2025-04-22 20:07:11,025 [INFO] Creating worker 3 at (13, 9)
2025-04-22 20:07:11,025 [INFO] Creating worker 4 at (7, 13)
2025-04-22 20:07:11,025 [INFO] 
=== Day 1 ===
2025-04-22 20:07:11,025 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 20:07:11,025 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 20:07:11,025 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 20:07:43,338 [INFO] ===== Initializing Economic Simulation =====
2025-04-22 20:07:43,338 [INFO] Creating factory 0 for product FOOD
2025-04-22 20:07:43,338 [INFO] Created FOOD factory at (5, 10)
2025-04-22 20:07:43,338 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-22 20:07:43,338 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-22 20:07:43,338 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-22 20:07:43,338 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-22 20:07:43,338 [INFO] Creating worker 0 at (4, 6)
2025-04-22 20:07:43,339 [INFO] Creating worker 1 at (0, 5)
2025-04-22 20:07:43,339 [INFO] Creating worker 2 at (5, 2)
2025-04-22 20:07:43,339 [INFO] Creating worker 3 at (16, 4)
2025-04-22 20:07:43,339 [INFO] Creating worker 4 at (9, 1)
2025-04-22 20:07:43,339 [INFO] 
=== Day 1 ===
2025-04-22 20:07:43,339 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 20:07:43,339 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 20:07:43,339 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 20:08:03,313 [INFO] ===== Initializing Economic Simulation =====
2025-04-22 20:08:03,313 [INFO] Creating factory 0 for product FOOD
2025-04-22 20:08:03,313 [INFO] Created FOOD factory at (5, 10)
2025-04-22 20:08:03,313 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-22 20:08:03,313 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-22 20:08:03,313 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-22 20:08:03,313 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-22 20:08:03,313 [INFO] Creating worker 0 at (16, 9)
2025-04-22 20:08:03,313 [INFO] Creating worker 1 at (12, 16)
2025-04-22 20:08:03,313 [INFO] Creating worker 2 at (16, 12)
2025-04-22 20:08:03,313 [INFO] Creating worker 3 at (12, 19)
2025-04-22 20:08:03,313 [INFO] Creating worker 4 at (11, 4)
2025-04-22 20:08:03,313 [INFO] 
=== Day 1 ===
2025-04-22 20:08:03,313 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 20:08:03,313 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 20:08:03,313 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:14:33,098 [INFO] ===== Initializing Economic Simulation =====
2025-04-23 00:14:33,098 [INFO] Creating factory 0 for product FOOD
2025-04-23 00:14:33,098 [INFO] Created FOOD factory at (5, 10)
2025-04-23 00:14:33,098 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-23 00:14:33,098 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-23 00:14:33,098 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-23 00:14:33,098 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-23 00:14:33,098 [INFO] Creating worker 0 at (1, 2)
2025-04-23 00:14:33,098 [INFO] Creating worker 1 at (19, 2)
2025-04-23 00:14:33,098 [INFO] Creating worker 2 at (7, 5)
2025-04-23 00:14:33,098 [INFO] Creating worker 3 at (16, 18)
2025-04-23 00:14:33,099 [INFO] Creating worker 4 at (14, 15)
2025-04-23 00:14:33,099 [INFO] 
=== Day 1 ===
2025-04-23 00:14:33,099 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:14:33,099 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:14:33,099 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:15:45,863 [INFO] ===== Initializing Economic Simulation =====
2025-04-23 00:15:45,863 [INFO] Creating factory 0 for product FOOD
2025-04-23 00:15:45,863 [INFO] Created FOOD factory at (5, 10)
2025-04-23 00:15:45,863 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-23 00:15:45,863 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-23 00:15:45,863 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-23 00:15:45,863 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-23 00:15:45,863 [INFO] Creating worker 0 at (9, 15)
2025-04-23 00:15:45,863 [INFO] Creating worker 1 at (1, 6)
2025-04-23 00:15:45,863 [INFO] Creating worker 2 at (18, 5)
2025-04-23 00:15:45,863 [INFO] Creating worker 3 at (17, 17)
2025-04-23 00:15:45,863 [INFO] Creating worker 4 at (0, 5)
2025-04-23 00:15:45,863 [INFO] 
=== Day 1 ===
2025-04-23 00:15:45,863 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:15:45,864 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:15:45,864 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:16:05,316 [INFO] ===== Initializing Economic Simulation =====
2025-04-23 00:16:05,316 [INFO] Creating factory 0 for product FOOD
2025-04-23 00:16:05,316 [INFO] Created FOOD factory at (5, 10)
2025-04-23 00:16:05,316 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-23 00:16:05,316 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-23 00:16:05,316 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-23 00:16:05,316 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-23 00:16:05,316 [INFO] Creating worker 0 at (4, 18)
2025-04-23 00:16:05,316 [INFO] Creating worker 1 at (19, 10)
2025-04-23 00:16:05,316 [INFO] Creating worker 2 at (7, 5)
2025-04-23 00:16:05,316 [INFO] Creating worker 3 at (2, 15)
2025-04-23 00:16:05,317 [INFO] Creating worker 4 at (15, 9)
2025-04-23 00:16:05,317 [INFO] 
=== Day 1 ===
2025-04-23 00:16:05,317 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:16:05,317 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:16:05,317 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:17:51,680 [INFO] ===== Initializing Economic Simulation =====
2025-04-23 00:17:51,680 [INFO] Creating factory 0 for product FOOD
2025-04-23 00:17:51,680 [INFO] Created FOOD factory at (5, 10)
2025-04-23 00:17:51,680 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-23 00:17:51,680 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-23 00:17:51,680 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-23 00:17:51,680 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-23 00:17:51,680 [INFO] Creating worker 0 at (0, 17)
2025-04-23 00:17:51,680 [INFO] Creating worker 1 at (14, 3)
2025-04-23 00:17:51,680 [INFO] Creating worker 2 at (11, 8)
2025-04-23 00:17:51,681 [INFO] Creating worker 3 at (1, 3)
2025-04-23 00:17:51,681 [INFO] Creating worker 4 at (0, 12)
2025-04-23 00:17:51,681 [INFO] 
=== Day 1 ===
2025-04-23 00:17:51,681 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:17:51,681 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:17:51,681 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:20:37,151 [INFO] ===== Initializing Economic Simulation =====
2025-04-23 00:20:37,151 [INFO] Creating factory 0 for product FOOD
2025-04-23 00:20:37,151 [INFO] Created FOOD factory at (5, 10)
2025-04-23 00:20:37,151 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-23 00:20:37,151 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-23 00:20:37,151 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-23 00:20:37,152 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-23 00:20:37,152 [INFO] Creating worker 0 at (16, 18)
2025-04-23 00:20:37,152 [INFO] Creating worker 1 at (14, 10)
2025-04-23 00:20:37,152 [INFO] Creating worker 2 at (5, 19)
2025-04-23 00:20:37,152 [INFO] Creating worker 3 at (10, 16)
2025-04-23 00:20:37,152 [INFO] Creating worker 4 at (14, 5)
2025-04-23 00:20:37,152 [INFO] 
=== Day 1 ===
2025-04-23 00:20:37,152 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:20:37,152 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:20:37,152 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:21:14,428 [INFO] ===== Initializing Economic Simulation =====
2025-04-23 00:21:14,428 [INFO] Creating factory 0 for product FOOD
2025-04-23 00:21:14,428 [INFO] Created FOOD factory at (5, 10)
2025-04-23 00:21:14,428 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-23 00:21:14,428 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-23 00:21:14,428 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-23 00:21:14,428 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-23 00:21:14,428 [INFO] Creating worker 0 at (18, 3)
2025-04-23 00:21:14,428 [INFO] Creating worker 1 at (17, 3)
2025-04-23 00:21:14,428 [INFO] Creating worker 2 at (9, 16)
2025-04-23 00:21:14,428 [INFO] Creating worker 3 at (10, 4)
2025-04-23 00:21:14,428 [INFO] Creating worker 4 at (8, 15)
2025-04-23 00:21:14,428 [INFO] 
=== Day 1 ===
2025-04-23 00:21:14,428 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:21:14,428 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:21:14,428 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:21:30,141 [INFO] ===== Initializing Economic Simulation =====
2025-04-23 00:21:30,141 [INFO] Creating factory 0 for product FOOD
2025-04-23 00:21:30,141 [INFO] Created FOOD factory at (5, 10)
2025-04-23 00:21:30,141 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-23 00:21:30,141 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-23 00:21:30,141 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-23 00:21:30,141 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-23 00:21:30,141 [INFO] Creating worker 0 at (7, 4)
2025-04-23 00:21:30,141 [INFO] Creating worker 1 at (1, 14)
2025-04-23 00:21:30,141 [INFO] Creating worker 2 at (7, 1)
2025-04-23 00:21:30,141 [INFO] Creating worker 3 at (8, 9)
2025-04-23 00:21:30,142 [INFO] Creating worker 4 at (5, 0)
2025-04-23 00:21:30,142 [INFO] 
=== Day 1 ===
2025-04-23 00:21:30,142 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:21:30,142 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:21:30,142 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:22:01,640 [INFO] ===== Initializing Economic Simulation =====
2025-04-23 00:22:01,640 [INFO] Creating factory 0 for product FOOD
2025-04-23 00:22:01,640 [INFO] Created FOOD factory at (5, 10)
2025-04-23 00:22:01,640 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-23 00:22:01,640 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-23 00:22:01,640 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-23 00:22:01,640 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-23 00:22:01,640 [INFO] Creating worker 0 at (1, 14)
2025-04-23 00:22:01,640 [INFO] Creating worker 1 at (6, 13)
2025-04-23 00:22:01,640 [INFO] Creating worker 2 at (1, 8)
2025-04-23 00:22:01,641 [INFO] Creating worker 3 at (15, 1)
2025-04-23 00:22:01,641 [INFO] Creating worker 4 at (0, 9)
2025-04-23 00:22:01,641 [INFO] 
=== Day 1 ===
2025-04-23 00:22:01,641 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:22:01,641 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:22:01,641 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:23:02,502 [INFO] ===== Initializing Economic Simulation =====
2025-04-23 00:23:02,503 [INFO] Creating factory 0 for product FOOD
2025-04-23 00:23:02,503 [INFO] Created FOOD factory at (5, 10)
2025-04-23 00:23:02,503 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-23 00:23:02,503 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-23 00:23:02,503 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-23 00:23:02,503 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-23 00:23:31,076 [INFO] ===== Initializing Economic Simulation =====
2025-04-23 00:23:31,076 [INFO] Creating factory 0 for product FOOD
2025-04-23 00:23:31,076 [INFO] Created FOOD factory at (5, 10)
2025-04-23 00:23:31,076 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-23 00:23:31,076 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-23 00:23:31,076 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-23 00:23:31,076 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-23 00:23:31,076 [INFO] Creating worker 0 at (3, 7)
2025-04-23 00:23:31,076 [INFO] Creating worker 1 at (3, 4)
2025-04-23 00:23:31,076 [INFO] Creating worker 2 at (2, 2)
2025-04-23 00:23:31,076 [INFO] Creating worker 3 at (9, 16)
2025-04-23 00:23:31,076 [INFO] Creating worker 4 at (1, 9)
2025-04-23 00:23:31,076 [INFO] 
=== Day 1 ===
2025-04-23 00:23:31,076 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:23:31,076 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:23:31,076 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:24:25,692 [INFO] ===== Initializing Economic Simulation =====
2025-04-23 00:24:25,692 [INFO] Creating factory 0 for product FOOD
2025-04-23 00:24:25,692 [INFO] Created FOOD factory at (5, 10)
2025-04-23 00:24:25,692 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-23 00:24:25,692 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-23 00:24:25,692 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-23 00:24:25,692 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-23 00:24:25,692 [INFO] Creating worker 0 at (2, 19)
2025-04-23 00:24:25,692 [INFO] Creating worker 1 at (5, 7)
2025-04-23 00:24:25,692 [INFO] Creating worker 2 at (16, 13)
2025-04-23 00:24:25,693 [INFO] Creating worker 3 at (8, 17)
2025-04-23 00:24:25,693 [INFO] Creating worker 4 at (10, 8)
2025-04-23 00:24:25,693 [INFO] 
=== Day 1 ===
2025-04-23 00:24:25,693 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:24:25,693 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:24:25,693 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:25:44,534 [INFO] ===== Initializing Economic Simulation =====
2025-04-23 00:25:44,534 [INFO] Creating factory 0 for product FOOD
2025-04-23 00:25:44,534 [INFO] Created FOOD factory at (5, 10)
2025-04-23 00:25:44,534 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-23 00:25:44,534 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-23 00:25:44,534 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-23 00:25:44,534 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-23 00:25:44,534 [INFO] Creating worker 0 at (4, 0)
2025-04-23 00:25:44,534 [INFO] Creating worker 1 at (18, 8)
2025-04-23 00:25:44,534 [INFO] Creating worker 2 at (0, 7)
2025-04-23 00:25:44,534 [INFO] Creating worker 3 at (3, 12)
2025-04-23 00:25:44,534 [INFO] Creating worker 4 at (12, 7)
2025-04-23 00:25:44,534 [INFO] 
=== Day 1 ===
2025-04-23 00:25:44,534 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:25:44,534 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:25:44,534 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:25:59,657 [INFO] ===== Initializing Economic Simulation =====
2025-04-23 00:25:59,657 [INFO] Creating factory 0 for product FOOD
2025-04-23 00:25:59,657 [INFO] Created FOOD factory at (5, 10)
2025-04-23 00:25:59,657 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-23 00:25:59,657 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-23 00:25:59,657 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-23 00:25:59,657 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-23 00:25:59,657 [INFO] Creating worker 0 at (1, 4)
2025-04-23 00:25:59,657 [INFO] Creating worker 1 at (7, 0)
2025-04-23 00:25:59,657 [INFO] Creating worker 2 at (12, 3)
2025-04-23 00:25:59,657 [INFO] Creating worker 3 at (7, 15)
2025-04-23 00:25:59,657 [INFO] Creating worker 4 at (4, 15)
2025-04-23 00:25:59,657 [INFO] 
=== Day 1 ===
2025-04-23 00:25:59,657 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:25:59,657 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:25:59,657 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:27:12,045 [INFO] ===== Initializing Economic Simulation =====
2025-04-23 00:27:12,045 [INFO] Creating factory 0 for product FOOD
2025-04-23 00:27:12,046 [INFO] Created FOOD factory at (5, 10)
2025-04-23 00:27:12,046 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-23 00:27:12,046 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-23 00:27:12,046 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-23 00:27:12,046 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-23 00:27:12,046 [INFO] Creating worker 0 at (18, 15)
2025-04-23 00:27:12,046 [INFO] Creating worker 1 at (9, 16)
2025-04-23 00:27:12,046 [INFO] Creating worker 2 at (0, 9)
2025-04-23 00:27:12,046 [INFO] Creating worker 3 at (19, 6)
2025-04-23 00:27:12,046 [INFO] Creating worker 4 at (8, 16)
2025-04-23 00:27:12,046 [INFO] 
=== Day 1 ===
2025-04-23 00:27:12,046 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:27:12,046 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:27:12,046 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-23 00:27:12,046 [INFO] Market prices - Food: 8.2, Light: 40.0, Heavy: 80.0
